"","submission_id","age","comments","education","emphasis","experiment_duration","experiment_end_time","experiment_start_time","fragment_type","gender","languages","modality","prolific_pid","prolific_session_id","prolific_study_id","response","responseTime","trial_number","trial_type","monolingual"
"5290",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,7619,26,"Critical","yes"
"5291",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,8839,27,"Critical","yes"
"5294",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,7470,30,"Critical","yes"
"5298",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,13037,34,"Critical","yes"
"5302",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,8064,38,"Critical","yes"
"5307",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,5826,43,"Critical","yes"
"5308",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,6593,44,"Critical","yes"
"5310",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,8815,46,"Critical","yes"
"5312",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,7222,48,"Critical","yes"
"5315",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,8633,51,"Critical","yes"
"5316",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,6512,52,"Critical","yes"
"5317",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,6413,53,"Critical","yes"
"5318",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,6650,54,"Critical","yes"
"5320",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,5814,56,"Critical","yes"
"5321",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,17799,1,"Critical","yes"
"5323",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,12241,3,"Critical","yes"
"5326",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,8476,6,"Critical","yes"
"5327",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,5756,7,"Critical","yes"
"5328",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,6299,8,"Critical","yes"
"5329",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,5281,9,"Critical","yes"
"5331",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,6266,11,"Critical","yes"
"5332",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,3470,12,"Critical","yes"
"5336",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,5180,16,"Critical","yes"
"5339",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,7133,19,"Critical","yes"
"5343",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,4453,23,"Critical","yes"
"5344",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,5617,24,"Critical","yes"
"5346",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,5190,26,"Critical","yes"
"5354",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,4088,34,"Critical","yes"
"5356",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,5623,36,"Critical","yes"
"5359",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,5107,39,"Critical","yes"
"5361",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,6726,41,"Critical","yes"
"5363",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,3661,43,"Critical","yes"
"5364",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,3479,44,"Critical","yes"
"5365",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,3555,45,"Critical","yes"
"5366",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,3554,46,"Critical","yes"
"5367",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,4656,47,"Critical","yes"
"5368",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,3345,48,"Critical","yes"
"5371",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,4473,51,"Critical","yes"
"5373",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,4572,53,"Critical","yes"
"5374",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","functional","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,3738,54,"Critical","yes"
"5375",116,23,"","Bachelor","with",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,4171,55,"Critical","yes"
"5376",116,23,"","Bachelor","without",468924,"1,6904E+12","1,6904E+12","lexical","männlich","De","written","627e3f06a853c44cd6ef2d6b","64c16ef31d082a219d645363","64ba4c8d312ce994ea1f9971",7,4030,56,"Critical","yes"
"5377",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,20249,1,"Critical","yes"
"5378",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,12292,2,"Critical","yes"
"5381",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6572,5,"Critical","yes"
"5383",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,8099,7,"Critical","yes"
"5386",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,7738,10,"Critical","yes"
"5387",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,14646,11,"Critical","yes"
"5388",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,7869,12,"Critical","yes"
"5389",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,9016,13,"Critical","yes"
"5390",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,7848,14,"Critical","yes"
"5391",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6092,15,"Critical","yes"
"5400",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6767,24,"Critical","yes"
"5401",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,7153,25,"Critical","yes"
"5402",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6457,26,"Critical","yes"
"5403",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6933,27,"Critical","yes"
"5404",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,7974,28,"Critical","yes"
"5405",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,7835,29,"Critical","yes"
"5408",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,7883,32,"Critical","yes"
"5409",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6643,33,"Critical","yes"
"5411",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6667,35,"Critical","yes"
"5414",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,7153,38,"Critical","yes"
"5416",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6428,40,"Critical","yes"
"5417",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6066,41,"Critical","yes"
"5420",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6331,44,"Critical","yes"
"5423",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6326,47,"Critical","yes"
"5424",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6788,48,"Critical","yes"
"5428",117,39,"","Abitur","with",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,7404,52,"Critical","yes"
"5430",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,6872,54,"Critical","yes"
"5431",117,39,"","Abitur","without",668865,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","591a1f4800a5650001276188","64c16db5eb88a8043e821a23","64ba4c8d312ce994ea1f9971",7,8155,55,"Critical","yes"
"5433",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","functional","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,10548,1,"Critical","yes"
"5436",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","functional","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,8870,4,"Critical","yes"
"5437",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,9866,5,"Critical","yes"
"5439",118,32,"","Bachelor","without",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,6760,7,"Critical","yes"
"5440",118,32,"","Bachelor","without",616326,"1,6904E+12","1,6904E+12","functional","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,7349,8,"Critical","yes"
"5442",118,32,"","Bachelor","without",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,6082,10,"Critical","yes"
"5443",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,8325,11,"Critical","yes"
"5445",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,9025,13,"Critical","yes"
"5446",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","functional","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,14941,14,"Critical","yes"
"5447",118,32,"","Bachelor","without",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,5608,15,"Critical","yes"
"5451",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,6773,19,"Critical","yes"
"5454",118,32,"","Bachelor","without",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,5874,22,"Critical","yes"
"5456",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","functional","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,14503,24,"Critical","yes"
"5459",118,32,"","Bachelor","without",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,5399,27,"Critical","yes"
"5460",118,32,"","Bachelor","without",616326,"1,6904E+12","1,6904E+12","functional","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,9026,28,"Critical","yes"
"5463",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","functional","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,6956,31,"Critical","yes"
"5465",118,32,"","Bachelor","without",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,6003,33,"Critical","yes"
"5469",118,32,"","Bachelor","without",616326,"1,6904E+12","1,6904E+12","functional","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,5602,37,"Critical","yes"
"5472",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","lexical","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,6126,40,"Critical","yes"
"5473",118,32,"","Bachelor","with",616326,"1,6904E+12","1,6904E+12","functional","weiblich","deutsch","written","6280ef277528bf00c9a683b4","64c16eb9882a8d57826db53f","64ba4c8d312ce994ea1f9971",7,6180,41,"Critical","yes"
